"카테고리","대표질문","유사질문","검증샘플","의도","답변"
"서비스이용안내","안드로이드 마켓 추천을 통해 어플을 구매하였습니다. 요금 청구는 어떻게 되나요?","","안드로이드 마켓 추천을 통해 어플을 구매하였습니다. 요금 청구는 어떻게 되나요?","마켓 ","olleh 마켓의 안드로이드 추천은 구글 플레이스토어에 등록된 어플리케이션 중 유용한 것을 모아서 추천해 드리는 코너입니다. 여기서 실제 구매와 결제는 구글 플레이스토어에서 이뤄지므로 요금은 고객님께서 구글 체크아웃에 등록하신 신용카드로 청구됩니다."
"서비스이용안내","기존 유료로 다운로드 받은 콘텐츠가 무료가 되었습니다. 환불이 가능한가요?","","기존 유료로 다운로드 받은 콘텐츠가 무료가 되었습니다. 환불이 가능한가요?","마켓 ","유료 상품을 무료로 변경하는 것은 셀러(판매자)의 프로모션 및 정책에 의해 결정되기 때문에 이미 구매가 완료된 건에 대해서는 환불이 불가합니다."
"서비스이용안내","구매한 상품에 대한 환불하고 싶습니다.","","구매한 상품에 대한 환불하고 싶습니다.","마켓 ","기능상 중대한 오류로 인하여 사용이 불가능한 경우 환불 요청을 하실 수 있습니다. 모바일상품 고객센터 (1588-0010 또는 휴대폰 114)로 신청해 주세요. 오류가 확인되면 청구 취소, 요금 감액 등의 환불조치가 이뤄집니다. ※ 단, 해당 상품의 기능상 문제가 없거나 구매자의 단순 변심으로 인한 환불 요청은 거부될 수 있습니다."
"서비스이용안내","구매 후 다운로드 시 데이터 통화료가 부과되나요?","","구매 후 다운로드 시 데이터 통화료가 부과되나요?","마켓 ","데이터 통화료가 부과됩니다. 과도한 요금을 방지하기 위해 무선인터넷 정액제에 가입하시거나 PC 매니저를 이용한 다운로드를 권장합니다."
"서비스이용안내","PC 매니저와 olleh 마켓 사이트에서 보는 상품과 단말기에서 나타나는 어플 종류가 다릅니다.","","PC 매니저와 olleh 마켓 사이트에서 보는 상품과 단말기에서 나타나는 어플 종류가 다릅니다.","마켓 ","PC 매니저와 olleh 마켓 홈페이지에서는 전체 상품이 전시되는 반면, 단말기에서는 구매가 가능한 상품만 전시되기 때문에 차이가 있을 수 있습니다."
"서비스이용안내","구매한 콘텐츠를 재다운로드 하려면 무료인가요?","","구매한 콘텐츠를 재다운로드 하려면 무료인가요?","마켓 ","구매내역을 통해 다시 다운로드 받거나 스트리밍 콘텐츠를 이용할 경우 정보이용료 없이 무료로 이용할 수 있습니다. (데이터 통화료는 부과) ※ 단, 유효기간 또는 횟수가 초과한 경우에는 다시 구매해야 이용 가능합니다."
"서비스이용안내","무료로 재다운로드 할 수 있는 기간이나 횟수가 정해져 있나요?","","무료로 재다운로드 할 수 있는 기간이나 횟수가 정해져 있나요?","마켓 ","콘텐츠 종류에 따라 다릅니다. ① 어플리케이션 : 원칙적으로 제한 없음 ② 음악 : 구매일로부터 1년간 다운로드 ③ 영상 : 구매일로부터 1일/3일/7일 (콘텐츠마다 다름) ④ eBook : 구매일로부터 1년간 5회 단, 상품 판매 금지된 경우에는 재다운로드 할 수 없습니다."
"서비스이용안내","무료로 재다운로드 할 수 있는 기간을 경과했는데 기간을 연장할 수 있나요?","","무료로 재다운로드 할 수 있는 기간을 경과했는데 기간을 연장할 수 있나요?","마켓 ","정해진 기간을 연장할 수 없으며, 해당 콘텐츠를 이용하시려면 다시 구매하셔야 합니다."
"서비스이용안내","무료로 재다운로드 할 수 있는 횟수를 초과했는데 횟수를 늘릴 수 있나요?","","무료로 재다운로드 할 수 있는 횟수를 초과했는데 횟수를 늘릴 수 있나요?","마켓 ","정해진 횟수을 늘릴 수 없으며, 해당 콘텐츠를 이용하시려면 다시 구매하셔야 합니다."
"서비스이용안내","구매한 콘텐츠를 다운로드 받다가 끊어졌어요. 재다운로드가 가능한가요?","","구매한 콘텐츠를 다운로드 받다가 끊어졌어요. 재다운로드가 가능한가요?","마켓 ","단말의 MY > 구매내역에서 다시 받을 수 있습니다. 올레 마켓 홈페이지(market.olleh.com)와 PC 매니저의 구매내역을 통해서도 재다운로드가 가능합니다."
"서비스이용안내","KT에서 다른 이동통신사로 변경하였는데 기존에 구매한 콘텐츠 및 어플 다운로드가 가능한가요?","","KT에서 다른 이동통신사로 변경하였는데 기존에 구매한 콘텐츠 및 어플 다운로드가 가능한가요?","마켓 ","SKT와 LGT 휴대폰에서는 olleh 마켓 이용이 불가능하므로 기존에 구매한 콘텐츠나 어플을 이용할 수 없습니다. ※ 단, 웹에서 olleh 아이디로 구매하신 콘텐츠는 PC에서 계속 이용할 수 있습니다."
"서비스이용안내","보상기변했는데 이전에 구매한 콘텐츠 재다운로드 가능한가요?","","보상기변했는데 이전에 구매한 콘텐츠 재다운로드 가능한가요?","마켓 ","회원명의와 주민등록번호 등 개인정보가 일치하는 경우 콘텐츠 재다운로드가 가능합니다. 단, olleh 마켓 전용단말 및 패드가 아닌 경우 지원되지 않습니다."
"서비스이용안내","해외에서도 olleh 마켓 콘텐츠 이용이 가능한가요?","","해외에서도 olleh 마켓 콘텐츠 이용이 가능한가요?","마켓 ","로밍상태인 경우 로밍 국가의 핸드폰 번호로 인식되기 때문에 콘텐츠 인증이 불가능합니다. 때문에 구매한 콘텐츠 실행 시 라이선스 오류가 발생하니 해외에서는 구매 및 다운로드가 정상적으로 제공되지 않습니다."
"서비스이용안내","해외의 Wi-Fi 지역에서 olleh 마켓 접속시 데이터 통화료가 부과되나요?","","해외의 Wi-Fi 지역에서 olleh 마켓 접속시 데이터 통화료가 부과되나요?","마켓 ","Wi-Fi로 접속하신 경우에는 데이터 통화료가 부과되지 않습니다. 단, 3G(WCDMA) 연결 시에는 통화료가 부과되오니 유의하시기 바랍니다."
"서비스이용안내","영상 스트리밍 재생 시 계속 대기상태로 있습니다.","","영상 스트리밍 재생 시 계속 대기상태로 있습니다.","마켓 ","사용자의 통신환경에 맞춰 영상정보를 버퍼링합니다. 이에 따라 수 초에서 최대 1분정도 버퍼링 시간이 소요됩니다. (일반적으로 Wi-Fi 보다 3G망 환경에서 버퍼링 시간이 많이 소요됩니다)"
"서비스이용안내","동영상 다운로드가 되지 않습니다.","","동영상 다운로드가 되지 않습니다.","마켓 ","3G망 환경에서 다운로드 시간이 길어지면 단말기의 배터리 소모가 많아지므로 일부 대용량 동영상 파일(20MB 이상)의 경우 Wi-Fi나 olleh 마켓 PC매니저를 통해 다운로드 이용하셔야 합니다."
"서비스이용안내","상품에 대한 댓글을 몇 자까지 입력 가능한가요?","","상품에 대한 댓글을 몇 자까지 입력 가능한가요?","마켓 ","한글 기준 70자까지 입력 가능합니다."
"서비스이용안내","설치한 어플의 업데이트는 어떻게 하나요?","","설치한 어플의 업데이트는 어떻게 하나요?","마켓 ","구매하신 어플리케이션이 업데이트 된 경우 단말의 구매내역에서 업데이트 내역이 표시되며 개별적으로 업데이트 할 수 있습니다. 안드로이드폰에서는 상단의 알림영역에도 업데이트 메시지가 표시되며 해당 메시지를 터치하시면 업데이트 가능합니다."
"서비스이용안내","다른 단말기에 어플 선물하기가 가능한가요?","","다른 단말기에 어플 선물하기가 가능한가요?","마켓 ","olleh 마켓에서는 어플 선물하기 기능을 지원하지 않습니다."
"서비스이용안내","3G 상태에서 용량이 큰 콘텐츠를 다운로드시 데이터 요금이 걱정됩니다.","","3G 상태에서 용량이 큰 콘텐츠를 다운로드시 데이터 요금이 걱정됩니다.","마켓 ","대용량 콘텐츠의 경우 PC 매니저를 이용해서 다운로드 받으시면 요금 걱정없이 다운로드 하실 수 있습니다."
"서비스이용안내","단말에서 콘텐츠 다운로드 속도가 현저히 느리거나 끊깁니다.","","단말에서 콘텐츠 다운로드 속도가 현저히 느리거나 끊깁니다.","마켓 ","연결된 네트워크에 따라 속도 문제가 생길 수 있습니다. ① 3G망(WCDMA)은 일반적으로 Wi-Fi에 비해 속도가 느립니다. 3G망 대신 Wi-Fi를 이용하시면 보다 빠르게 이용하실 수 있습니다. ② 불안정한 Wi-Fi로 접속 시 콘텐츠 다운로드 및 스트리밍이 느리거나 끊길 수 있습니다. 연결상태가 양호한 무선 AP로 변경해서 다시 시도하시기 바랍니다."
"서비스이용안내","DRM이란 무엇인가요?","","DRM이란 무엇인가요?","마켓 ","Digital Rights Management’의 약자로 컨텐츠의 불법복제방지 장치라고 합니다. 파일 불법 복제를 방지함과 동시에 콘텐츠 사용에 대한 합법적인 사용료를 부과하여, 콘텐츠 제작자의 권리와 이익을 보호하기 위해 만들어진 장치입니다. olleh 마켓에서는 일부 영상 및 eBook 상품에 적용하고 있습니다."
"서비스이용안내","프로그램 제거는 어떻게 하나요?","","프로그램 제거는 어떻게 하나요?","마켓 ","① 윈도우 시작 메뉴를 통한 삭제 윈도우 시작메뉴에서 ''프로그램> olleh 마켓 > olleh 마켓 PC매니저''에서 삭제가 가능 합니다. ② 제어판을 통한 삭제 제어판 > 프로그램 추가/제거 > olleh 마켓 PC매니저 삭제가 가능 합니다."
"서비스이용안내","보관함에서 콘텐츠 삭제시 로컬 PC에 저장되어있는 파일도 삭제가 되나요?","","보관함에서 콘텐츠 삭제시 로컬 PC에 저장되어있는 파일도 삭제가 되나요?","마켓 ","보관함에서 삭제를 해도 PC에 보관되어있는 파일은 삭제가 되지 않습니다. ''파일 스캔'' 및 ''파일 추가''를 통해 다시 보관함에 저장하실 수 있습니다."
"서비스이용안내","구매한 콘텐츠 재다운로드 시 요금이 부과되나요?","","구매한 콘텐츠 재다운로드 시 요금이 부과되나요?","마켓 ","다운로드 횟수 제안 및 구매 가능일이 지나지 않았을 경우 요금부과 없이 재다운로드 가능합니다. 재다운로드 가능한 콘텐츠는 구매내역에서 확인이 가능합니다."
"서비스이용안내","Windows Mobile의 스마트폰입니다. 이용이 가능한가요?","","Windows Mobile의 스마트폰입니다. 이용이 가능한가요?","마켓 ","olleh 마켓 PC매니저는 안드로이드 2.1, 2.2의 스마트폰만 지원합니다."
"서비스이용안내","사용하는 이동통신사가 KT가 아닌데 PC매니저 이용이 가능한가요?","","사용하는 이동통신사가 KT가 아닌데 PC매니저 이용이 가능한가요?","마켓 ","KT 이외에 SKT, LG U+의 안드로이드 2.1, 2.2 의 고객님도 PC매니저의 일부 기능을 이용 할 수 있습니다. (olleh 마켓에서 구매한 콘텐츠 이용 불가)"
"서비스이용안내","어떤 파일 포맷이 PC매니저에서 재생이 되나요?","","어떤 파일 포맷이 PC매니저에서 재생이 되나요?","마켓 ","■  PC매니저에서 지원하는 파일 포맷은 다음과 같습니다.    ㅇ 음악: MP3, WAV, WMA, MID, XMF, MXMF, RTTTL, RTX, OTA, IMY(MID계열),     OGG, M4A, AAC, MP4, 3GP         ㅇ 영상: AVI, MPEG, ASF, WMV, SMI (자막), MP4, 3GP"
"서비스이용안내","보관함에서 재생목록으로 파일이 이동하지 않아요.","","보관함에서 재생목록으로 파일이 이동하지 않아요.","마켓 ","보관함의 음악과 영상 두개의 카테고리만 재생목록으로 이동이 가능하며 동일한 유형의 카테고리로만 콘텐츠가 이동합니다. (음악 → 음악, 영상 → 영상)"
"서비스이용안내","PC매니저를 어디에서 다운받을 수 있나요?","","PC매니저를 어디에서 다운받을 수 있나요?","마켓 ","“올레닷컴 > 콘텐츠 > App > 마켓 고객지원 > PC매니저 다운로드”에서 프로그램을 다운로드 받을 수 있습니다."
"서비스이용안내","자동로그인 설정은 어떻게 하나요?","","자동로그인 설정은 어떻게 하나요?","마켓 ","PC매니저 로그인 시 자동로그인을 체크하시면 됩니다."
"서비스이용안내","동영상을 플레이 하였습니다. 지원되지 않는 코덱이라고 나옵니다.","","동영상을 플레이 하였습니다. 지원되지 않는 코덱이라고 나옵니다.","마켓 ","현재 PC에는 Windows OS에서 제공하는 표준 코덱만 설치 되어있기 때문에 발생되는 문제입니다. olleh 마켓의 통합코덱 다운로드에서 코덱을 다운받아 설치하시기 바랍니다. (* kt는 공식적으로 코덱을 지원하지 않습니다. 이와 관련하여 코덱 설치에 따른 문제가 발생 시 kt는 책임을 지지 않습니다)"
"서비스이용안내","넥서스원으로 PC 매니저 연결이 되지 않아요.","","넥서스원으로 PC 매니저 연결이 되지 않아요.","마켓 ","넥서스원 같은 외산 단말의 경우 싱크 매니저가 설치가 되어야 PC 매니저와 연결이 됩니다.외산 단말에서 olleh 마켓을 다운로드 및 설치 후 “홈 > 프로그램 설정 > 싱크 매니저 설치”를 터치하여 프로그램을 설치하시면 PC매니저와 외산 단말이 연결됩니다."
